time,x,y,linear,angular
1777266699.835259,-0.11138856128068075,-0.04555611711547126,0.0,1.0
1777266700.0403945,-0.11138856128068075,-0.04555611711547126,0.0,1.0
1777266700.2352836,-0.11138856128068075,-0.04555611711547126,0.0,1.0
1777266700.435263,-0.11918297174929779,-0.05530672291315636,0.0,1.0
1777266700.6351602,-0.12264333763170436,-0.05300207695446814,0.0,1.0
1777266700.8351014,-0.12264333763170436,-0.05300207695446814,0.0,1.0
1777266701.0351508,-0.12509754085747607,-0.0621919441816189,0.0,0.7608762871521925
1777266701.2354035,-0.12509754085747607,-0.0621919441816189,0.0,0.0
1777266701.43516,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266701.635125,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266701.8354545,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266702.0353956,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266702.2353904,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266702.4363954,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266702.6355789,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266702.8355815,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266703.0352225,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266703.235317,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266703.4353435,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266703.6351655,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266703.8354015,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266704.0353189,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266704.2351398,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266704.4401534,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266704.6351469,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266704.8352947,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266705.035111,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266705.2352047,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266705.435193,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266705.6353066,-0.12557508119320115,-0.05923125682186675,0.0,0.0
1777266705.8352463,-0.12557508119320115,-0.05923125682186675,0.0,0.0
